,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
10648,2008,1,6,7,1714.0,1640,1950.0,1920,WN,2282,N492WN,96.0,100.0,77.0,30.0,34.0,OAK,SLC,588,6.0,13.0,0,N,0,15.0,0.0,0.0,0.0,15.0
10649,2008,1,6,7,1926.0,1850,2042.0,2010,WN,80,N260WN,76.0,80.0,54.0,32.0,36.0,OAK,SNA,371,6.0,16.0,0,N,0,8.0,0.0,0.0,0.0,24.0
10650,2008,1,6,7,2155.0,2105,2309.0,2225,WN,83,N241WN,74.0,80.0,52.0,44.0,50.0,OAK,SNA,371,4.0,18.0,0,N,0,4.0,0.0,0.0,0.0,40.0
10651,2008,1,6,7,1644.0,1630,1800.0,1750,WN,105,N433LV,76.0,80.0,63.0,10.0,14.0,OAK,SNA,371,4.0,9.0,0,N,0,,,,,
10653,2008,1,6,7,1240.0,1220,1357.0,1340,WN,1854,N268WN,77.0,80.0,65.0,17.0,20.0,OAK,SNA,371,4.0,8.0,0,N,0,2.0,0.0,0.0,0.0,15.0
10656,2008,1,6,7,1432.0,1405,1548.0,1525,WN,3766,N496WN,76.0,80.0,60.0,23.0,27.0,OAK,SNA,371,4.0,12.0,0,N,0,0.0,0.0,0.0,0.0,23.0
10661,2008,1,6,7,1721.0,1655,1811.0,1745,WN,1760,N603SW,50.0,50.0,38.0,26.0,26.0,OKC,DAL,181,5.0,7.0,0,N,0,0.0,0.0,0.0,0.0,26.0
10663,2008,1,6,7,1136.0,1130,1204.0,1205,WN,130,N658SW,88.0,95.0,76.0,-1.0,6.0,OKC,DEN,495,5.0,7.0,0,N,0,,,,,
10666,2008,1,6,7,1253.0,1245,1420.0,1405,WN,449,N527SW,87.0,80.0,76.0,15.0,8.0,OKC,HOU,419,4.0,7.0,0,N,0,6.0,0.0,7.0,0.0,2.0
10667,2008,1,6,7,1617.0,1600,1746.0,1720,WN,940,N418WN,89.0,80.0,78.0,26.0,17.0,OKC,HOU,419,3.0,8.0,0,N,0,6.0,0.0,9.0,0.0,11.0
10668,2008,1,6,7,1909.0,1840,2033.0,2000,WN,3665,N523SW,84.0,80.0,73.0,33.0,29.0,OKC,HOU,419,4.0,7.0,0,N,0,0.0,0.0,4.0,0.0,29.0
10671,2008,1,6,7,1906.0,1855,2001.0,2000,WN,1230,N725SW,55.0,65.0,43.0,1.0,11.0,OKC,MCI,313,4.0,8.0,0,N,0,,,,,
10673,2008,1,6,7,1650.0,1625,1816.0,1750,WN,303,N641SW,146.0,145.0,133.0,26.0,25.0,OKC,PHX,833,6.0,7.0,0,N,0,0.0,0.0,1.0,0.0,25.0
10674,2008,1,6,7,800.0,750,929.0,920,WN,483,N673AA,149.0,150.0,132.0,9.0,10.0,OKC,PHX,833,8.0,9.0,0,N,0,,,,,
10675,2008,1,6,7,1329.0,1305,1452.0,1430,WN,877,N733SA,143.0,145.0,131.0,22.0,24.0,OKC,PHX,833,5.0,7.0,0,N,0,19.0,0.0,0.0,0.0,3.0
10676,2008,1,6,7,1638.0,1630,1748.0,1750,WN,86,N713SW,70.0,80.0,59.0,-2.0,8.0,OKC,STL,462,4.0,7.0,0,N,0,,,,,
10679,2008,1,6,7,1748.0,1720,1842.0,1820,WN,484,N499WN,174.0,180.0,159.0,22.0,28.0,OMA,LAS,1099,7.0,8.0,0,N,0,0.0,0.0,0.0,0.0,22.0
10680,2008,1,6,7,1452.0,1245,1554.0,1345,WN,3917,N304SW,182.0,180.0,170.0,129.0,127.0,OMA,LAS,1099,5.0,7.0,0,N,0,127.0,0.0,2.0,0.0,0.0
10681,2008,1,6,7,1927.0,1920,2037.0,2040,WN,153,N331SW,70.0,80.0,61.0,-3.0,7.0,OMA,MDW,423,3.0,6.0,0,N,0,,,,,
10682,2008,1,6,7,1003.0,810,1113.0,930,WN,671,N683SW,70.0,80.0,59.0,103.0,113.0,OMA,MDW,423,5.0,6.0,0,N,0,103.0,0.0,0.0,0.0,0.0
10685,2008,1,6,7,1813.0,1750,1939.0,1910,WN,3919,N755SA,86.0,80.0,67.0,29.0,23.0,OMA,MDW,423,8.0,11.0,0,N,0,14.0,0.0,6.0,0.0,9.0
10687,2008,1,6,7,1153.0,1145,1351.0,1340,WN,555,N512SW,178.0,175.0,167.0,11.0,8.0,OMA,PHX,1037,5.0,6.0,0,N,0,,,,,
10689,2008,1,6,7,2108.0,1820,2208.0,1925,WN,479,N738CB,60.0,65.0,51.0,163.0,168.0,OMA,STL,342,3.0,6.0,0,N,0,0.0,0.0,0.0,0.0,163.0
10690,2008,1,6,7,1238.0,1000,1342.0,1105,WN,2009,N626SW,64.0,65.0,54.0,157.0,158.0,OMA,STL,342,4.0,6.0,0,N,0,157.0,0.0,0.0,0.0,0.0
10691,2008,1,6,7,1450.0,1415,1551.0,1520,WN,2111,N499WN,61.0,65.0,52.0,31.0,35.0,OMA,STL,342,4.0,5.0,0,N,0,6.0,0.0,0.0,0.0,25.0
10694,2008,1,6,7,1516.0,1455,1615.0,1555,WN,239,N615SW,59.0,60.0,45.0,20.0,21.0,ONT,LAS,197,5.0,9.0,0,N,0,0.0,0.0,20.0,0.0,0.0
10695,2008,1,6,7,1817.0,1615,1915.0,1715,WN,564,N711HK,58.0,60.0,45.0,120.0,122.0,ONT,LAS,197,5.0,8.0,0,N,0,11.0,0.0,0.0,0.0,109.0
10696,2008,1,6,7,928.0,915,1026.0,1015,WN,773,N321SW,58.0,60.0,44.0,11.0,13.0,ONT,LAS,197,7.0,7.0,0,N,0,,,,,
10697,2008,1,6,7,2136.0,2100,2235.0,2200,WN,812,N282WN,59.0,60.0,41.0,35.0,36.0,ONT,LAS,197,5.0,13.0,0,N,0,1.0,0.0,0.0,0.0,34.0
10700,2008,1,6,7,1305.0,1250,1403.0,1350,WN,1582,N394SW,58.0,60.0,46.0,13.0,15.0,ONT,LAS,197,6.0,6.0,0,N,0,,,,,
10701,2008,1,6,7,1753.0,1730,1855.0,1830,WN,1583,N678AA,62.0,60.0,39.0,25.0,23.0,ONT,LAS,197,12.0,11.0,0,N,0,6.0,0.0,2.0,0.0,17.0
10702,2008,1,6,7,1922.0,1850,2027.0,1950,WN,3746,N497WN,65.0,60.0,46.0,37.0,32.0,ONT,LAS,197,4.0,15.0,0,N,0,0.0,0.0,5.0,0.0,32.0
10705,2008,1,6,7,1309.0,1250,1427.0,1405,WN,403,N312SW,78.0,75.0,69.0,22.0,19.0,ONT,OAK,361,4.0,5.0,0,N,0,8.0,0.0,3.0,0.0,11.0
10706,2008,1,6,7,1613.0,1555,1746.0,1710,WN,872,N249WN,93.0,75.0,71.0,36.0,18.0,ONT,OAK,361,4.0,18.0,0,N,0,7.0,0.0,18.0,0.0,11.0
10707,2008,1,6,7,1432.0,1425,1551.0,1540,WN,985,N785SW,79.0,75.0,69.0,11.0,7.0,ONT,OAK,361,3.0,7.0,0,N,0,,,,,
10708,2008,1,6,7,2042.0,2030,2204.0,2145,WN,1075,N601WN,82.0,75.0,63.0,19.0,12.0,ONT,OAK,361,11.0,8.0,0,N,0,0.0,0.0,7.0,0.0,12.0
10709,2008,1,6,7,2257.0,2125,15.0,2240,WN,1480,N318SW,78.0,75.0,66.0,95.0,92.0,ONT,OAK,361,6.0,6.0,0,N,0,4.0,0.0,3.0,0.0,88.0
10711,2008,1,6,7,2002.0,1920,2112.0,2035,WN,2730,N900WN,70.0,75.0,61.0,37.0,42.0,ONT,OAK,361,4.0,5.0,0,N,0,8.0,0.0,0.0,0.0,29.0
10713,2008,1,6,7,1846.0,1720,2011.0,1835,WN,3852,N658SW,85.0,75.0,71.0,96.0,86.0,ONT,OAK,361,5.0,9.0,0,N,0,15.0,0.0,10.0,0.0,71.0
10714,2008,1,6,7,1655.0,1625,1859.0,1835,WN,84,N647SW,64.0,70.0,49.0,24.0,30.0,ONT,PHX,325,6.0,9.0,0,N,0,0.0,0.0,0.0,0.0,24.0
10715,2008,1,6,7,1231.0,1205,1431.0,1415,WN,217,N642WN,60.0,70.0,50.0,16.0,26.0,ONT,PHX,325,5.0,5.0,0,N,0,16.0,0.0,0.0,0.0,0.0
10718,2008,1,6,7,1822.0,1745,2020.0,1955,WN,780,N288WN,58.0,70.0,46.0,25.0,37.0,ONT,PHX,325,3.0,9.0,0,N,0,1.0,0.0,0.0,0.0,24.0
10719,2008,1,6,7,1932.0,1840,2128.0,2045,WN,835,N708SA,56.0,65.0,45.0,43.0,52.0,ONT,PHX,325,7.0,4.0,0,N,0,4.0,0.0,0.0,0.0,39.0
10720,2008,1,6,7,1544.0,1445,1747.0,1655,WN,1424,N734SA,63.0,70.0,49.0,52.0,59.0,ONT,PHX,325,6.0,8.0,0,N,0,9.0,0.0,0.0,0.0,43.0
10726,2008,1,6,7,1837.0,1725,1957.0,1835,WN,187,N307SW,80.0,70.0,65.0,82.0,72.0,ONT,SJC,333,5.0,10.0,0,N,0,14.0,0.0,10.0,0.0,58.0
10727,2008,1,6,7,1014.0,950,1127.0,1100,WN,344,N395SW,73.0,70.0,62.0,27.0,24.0,ONT,SJC,333,3.0,8.0,0,N,0,7.0,0.0,3.0,0.0,17.0
10728,2008,1,6,7,1211.0,1145,1320.0,1255,WN,906,N606SW,69.0,70.0,59.0,25.0,26.0,ONT,SJC,333,3.0,7.0,0,N,0,10.0,0.0,0.0,0.0,15.0
10730,2008,1,6,7,1349.0,1340,1459.0,1450,WN,2472,N644SW,70.0,70.0,62.0,9.0,9.0,ONT,SJC,333,3.0,5.0,0,N,0,,,,,
10731,2008,1,6,7,1547.0,1515,1656.0,1625,WN,2645,N692SW,69.0,70.0,59.0,31.0,32.0,ONT,SJC,333,4.0,6.0,0,N,0,9.0,0.0,0.0,0.0,22.0
10732,2008,1,6,7,2116.0,2050,2231.0,2200,WN,3691,N204WN,75.0,70.0,64.0,31.0,26.0,ONT,SJC,333,5.0,6.0,0,N,0,8.0,0.0,5.0,0.0,18.0
10734,2008,1,6,7,2246.0,2135,3.0,2250,WN,551,N465WN,77.0,75.0,69.0,73.0,71.0,ONT,SMF,389,3.0,5.0,0,N,0,2.0,0.0,2.0,0.0,69.0
10735,2008,1,6,7,1717.0,1610,1829.0,1730,WN,775,N336SW,72.0,80.0,63.0,59.0,67.0,ONT,SMF,389,4.0,5.0,0,N,0,25.0,0.0,0.0,0.0,34.0
10736,2008,1,6,7,1234.0,1155,1350.0,1310,WN,876,N237WN,76.0,75.0,65.0,40.0,39.0,ONT,SMF,389,4.0,7.0,0,N,0,17.0,0.0,1.0,0.0,22.0
10737,2008,1,6,7,2143.0,1800,2302.0,1920,WN,966,N250WN,79.0,80.0,65.0,222.0,223.0,ONT,SMF,389,6.0,8.0,0,N,0,0.0,0.0,0.0,0.0,222.0
10738,2008,1,6,7,1422.0,1410,1543.0,1525,WN,1409,N678AA,81.0,75.0,68.0,18.0,12.0,ONT,SMF,389,4.0,9.0,0,N,0,0.0,0.0,6.0,12.0,0.0
10739,2008,1,6,7,1945.0,1925,2112.0,2045,WN,1679,N339SW,87.0,80.0,74.0,27.0,20.0,ONT,SMF,389,6.0,7.0,0,N,0,5.0,0.0,7.0,0.0,15.0
10740,2008,1,6,7,1420.0,1335,1538.0,1455,WN,2105,N682SW,78.0,80.0,67.0,43.0,45.0,ONT,SMF,389,4.0,7.0,0,N,0,6.0,0.0,0.0,0.0,37.0
10742,2008,1,6,7,2038.0,2010,2156.0,2130,WN,2901,N435WN,78.0,80.0,66.0,26.0,28.0,ONT,SMF,389,4.0,8.0,0,N,0,8.0,0.0,0.0,0.0,18.0
10744,2008,1,6,7,2029.0,2015,2119.0,2105,WN,549,N655WN,50.0,50.0,34.0,14.0,14.0,ORF,BWI,159,3.0,13.0,0,N,0,,,,,
10745,2008,1,6,7,1751.0,1720,1845.0,1810,WN,1320,N238WN,54.0,50.0,38.0,35.0,31.0,ORF,BWI,159,5.0,11.0,0,N,0,0.0,0.0,7.0,0.0,28.0
10747,2008,1,6,7,1016.0,1010,1107.0,1100,WN,3604,N204WN,51.0,50.0,40.0,7.0,6.0,ORF,BWI,159,4.0,7.0,0,N,0,,,,,
10748,2008,1,6,7,736.0,720,821.0,810,WN,3679,N496WN,45.0,50.0,34.0,11.0,16.0,ORF,BWI,159,4.0,7.0,0,N,0,,,,,
10751,2008,1,6,7,1229.0,1210,1501.0,1445,WN,2363,N453WN,332.0,335.0,316.0,16.0,19.0,ORF,LAS,2155,7.0,9.0,0,N,0,5.0,0.0,0.0,0.0,11.0
10753,2008,1,6,7,2009.0,1835,2146.0,2040,WN,1828,N683SW,97.0,125.0,86.0,66.0,94.0,ORF,MCO,655,4.0,7.0,0,N,0,0.0,0.0,0.0,0.0,66.0
10754,2008,1,6,7,711.0,630,821.0,750,WN,635,N423WN,130.0,140.0,113.0,31.0,41.0,ORF,MDW,704,4.0,13.0,0,N,0,0.0,31.0,0.0,0.0,0.0
10755,2008,1,6,7,1714.0,1650,1824.0,1805,WN,2729,N783SW,130.0,135.0,117.0,19.0,24.0,ORF,MDW,704,5.0,8.0,0,N,0,0.0,0.0,0.0,0.0,19.0
10756,2008,1,6,7,1341.0,1320,1532.0,1535,WN,48,N310SW,111.0,135.0,98.0,-3.0,21.0,ORF,TPA,717,4.0,9.0,0,N,0,,,,,
10764,2008,1,6,7,737.0,730,1000.0,1005,WN,289,N672SW,143.0,155.0,127.0,-5.0,7.0,PBI,PHL,951,6.0,10.0,0,N,0,,,,,
10765,2008,1,6,7,1512.0,1455,1758.0,1730,WN,820,N653SW,166.0,155.0,140.0,28.0,17.0,PBI,PHL,951,5.0,21.0,0,N,0,8.0,0.0,11.0,0.0,9.0
10766,2008,1,6,7,1813.0,1805,1858.0,1855,WN,174,N343SW,45.0,50.0,32.0,3.0,8.0,PBI,TPA,174,3.0,10.0,0,N,0,,,,,
10769,2008,1,6,7,1053.0,1045,1422.0,1415,WN,3425,N463WN,149.0,150.0,133.0,7.0,8.0,PDX,ABQ,1111,5.0,11.0,0,N,0,,,,,
10770,2008,1,6,7,1354.0,1320,1552.0,1525,WN,2377,N320SW,58.0,65.0,50.0,27.0,34.0,PDX,BOI,344,3.0,5.0,0,N,0,3.0,0.0,0.0,0.0,24.0
10772,2008,1,6,7,1639.0,1610,1835.0,1810,WN,2991,N622SW,56.0,60.0,46.0,25.0,29.0,PDX,BOI,344,3.0,7.0,0,N,0,0.0,0.0,0.0,0.0,25.0
10773,2008,1,6,7,823.0,815,923.0,915,WN,491,N350SW,60.0,60.0,46.0,8.0,8.0,PDX,GEG,279,7.0,7.0,0,N,0,,,,,
10774,2008,1,6,7,1548.0,1525,1642.0,1620,WN,705,N633SW,54.0,55.0,46.0,22.0,23.0,PDX,GEG,279,3.0,5.0,0,N,0,5.0,0.0,0.0,0.0,17.0
10775,2008,1,6,7,1301.0,1255,1352.0,1355,WN,2121,N332SW,51.0,60.0,43.0,-3.0,6.0,PDX,GEG,279,2.0,6.0,0,N,0,,,,,
10776,2008,1,6,7,2157.0,2050,2245.0,2150,WN,3155,N227WN,48.0,60.0,38.0,55.0,67.0,PDX,GEG,279,4.0,6.0,0,N,0,7.0,0.0,0.0,0.0,48.0
10778,2008,1,6,7,2138.0,2035,2337.0,2235,WN,874,N374SW,119.0,120.0,107.0,62.0,63.0,PDX,LAS,762,4.0,8.0,0,N,0,10.0,0.0,0.0,0.0,52.0
10779,2008,1,6,7,1531.0,1500,1738.0,1705,WN,2186,N661SW,127.0,125.0,112.0,33.0,31.0,PDX,LAS,762,9.0,6.0,0,N,0,7.0,0.0,2.0,0.0,24.0
10780,2008,1,6,7,1103.0,1055,1301.0,1300,WN,3070,N615SW,118.0,125.0,105.0,1.0,8.0,PDX,LAS,762,6.0,7.0,0,N,0,,,,,
10781,2008,1,6,7,1024.0,1015,1525.0,1535,WN,2010,N407WN,181.0,200.0,170.0,-10.0,9.0,PDX,MCI,1481,4.0,7.0,0,N,0,,,,,
10783,2008,1,6,7,1506.0,1335,2047.0,1925,WN,3228,N426WN,221.0,230.0,210.0,82.0,91.0,PDX,MDW,1751,5.0,6.0,0,N,0,0.0,0.0,0.0,0.0,82.0
10784,2008,1,6,7,2059.0,2025,2224.0,2205,WN,447,N477WN,85.0,100.0,72.0,19.0,34.0,PDX,OAK,543,5.0,8.0,0,N,0,4.0,0.0,0.0,0.0,15.0
10785,2008,1,6,7,1925.0,1840,2101.0,2025,WN,582,N323SW,96.0,105.0,79.0,36.0,45.0,PDX,OAK,543,8.0,9.0,0,N,0,6.0,0.0,0.0,0.0,30.0
10786,2008,1,6,7,1555.0,1425,1721.0,1605,WN,753,N211WN,86.0,100.0,74.0,76.0,90.0,PDX,OAK,543,6.0,6.0,0,N,0,61.0,0.0,0.0,0.0,15.0
10787,2008,1,6,7,1205.0,1140,1329.0,1320,WN,1585,N780SW,84.0,100.0,74.0,9.0,25.0,PDX,OAK,543,4.0,6.0,0,N,0,,,,,
10789,2008,1,6,7,1111.0,1105,1437.0,1435,WN,451,N352SW,146.0,150.0,135.0,2.0,6.0,PDX,PHX,1009,4.0,7.0,0,N,0,,,,,
10790,2008,1,6,7,1947.0,1850,2303.0,2220,WN,789,N729SW,136.0,150.0,126.0,43.0,57.0,PDX,PHX,1009,3.0,7.0,0,N,0,17.0,0.0,0.0,0.0,26.0
10792,2008,1,6,7,2056.0,1940,2203.0,2055,WN,1939,N717SA,67.0,75.0,56.0,68.0,76.0,PDX,RNO,444,4.0,7.0,0,N,0,7.0,0.0,0.0,0.0,61.0
10794,2008,1,6,7,1510.0,1420,1625.0,1540,WN,3513,N311SW,75.0,80.0,62.0,45.0,50.0,PDX,RNO,444,6.0,7.0,0,N,0,17.0,0.0,0.0,0.0,28.0
10795,2008,1,6,7,2012.0,1925,2149.0,2110,WN,625,N352SW,97.0,105.0,83.0,39.0,47.0,PDX,SJC,569,3.0,11.0,0,N,0,12.0,0.0,0.0,0.0,27.0
10797,2008,1,6,7,1713.0,1550,1845.0,1735,WN,2441,N459WN,92.0,105.0,81.0,70.0,83.0,PDX,SJC,569,4.0,7.0,0,N,0,70.0,0.0,0.0,0.0,0.0
10798,2008,1,6,7,1202.0,1135,1336.0,1320,WN,2558,N692SW,94.0,105.0,85.0,16.0,27.0,PDX,SJC,569,3.0,6.0,0,N,0,6.0,0.0,0.0,0.0,10.0
10799,2008,1,6,7,2028.0,1740,2303.0,2025,WN,159,N693SW,95.0,105.0,86.0,158.0,168.0,PDX,SLC,630,3.0,6.0,0,N,0,11.0,0.0,0.0,0.0,147.0
10800,2008,1,6,7,1153.0,1045,1443.0,1330,WN,1756,N451WN,110.0,105.0,95.0,73.0,68.0,PDX,SLC,630,8.0,7.0,0,N,0,0.0,68.0,5.0,0.0,0.0
10802,2008,1,6,7,1324.0,1315,1444.0,1440,WN,71,N397SW,80.0,85.0,69.0,4.0,9.0,PDX,SMF,479,4.0,7.0,0,N,0,,,,,
10804,2008,1,6,7,1219.0,1120,1335.0,1245,WN,1424,N734SA,76.0,85.0,66.0,50.0,59.0,PDX,SMF,479,4.0,6.0,0,N,0,28.0,0.0,0.0,0.0,22.0
10806,2008,1,6,7,1937.0,1840,2052.0,2005,WN,2807,N350SW,75.0,85.0,66.0,47.0,57.0,PDX,SMF,479,3.0,6.0,0,N,0,10.0,0.0,0.0,0.0,37.0
10807,2008,1,6,7,2137.0,2045,2251.0,2210,WN,2890,N756SA,74.0,85.0,62.0,41.0,52.0,PDX,SMF,479,5.0,7.0,0,N,0,32.0,0.0,0.0,0.0,9.0
10808,2008,1,6,7,1601.0,1515,1721.0,1640,WN,3659,N497WN,80.0,85.0,65.0,41.0,46.0,PDX,SMF,479,4.0,11.0,0,N,0,0.0,0.0,0.0,0.0,41.0
10810,2008,1,6,7,654.0,645,748.0,805,WN,3767,N794SW,114.0,140.0,99.0,-17.0,9.0,PHL,BNA,675,4.0,11.0,0,N,0,,,,,
10813,2008,1,6,7,1448.0,1435,1611.0,1615,WN,725,N282WN,83.0,100.0,69.0,-4.0,13.0,PHL,CMH,405,5.0,9.0,0,N,0,,,,,
10815,2008,1,6,7,1944.0,1845,2208.0,2145,WN,1589,N602SW,144.0,180.0,131.0,23.0,59.0,PHL,FLL,992,4.0,9.0,0,N,0,5.0,0.0,0.0,0.0,18.0
10818,2008,1,6,7,1759.0,1735,2031.0,2035,WN,1410,N631SW,212.0,240.0,189.0,-4.0,24.0,PHL,HOU,1335,4.0,19.0,0,N,0,,,,,
10820,2008,1,6,7,2002.0,1915,2155.0,2135,WN,1772,N623SW,113.0,140.0,98.0,20.0,47.0,PHL,JAX,742,5.0,10.0,0,N,0,4.0,0.0,0.0,0.0,16.0
10822,2008,1,6,7,1431.0,1410,1703.0,1655,WN,3316,N452WN,332.0,345.0,314.0,8.0,21.0,PHL,LAS,2176,4.0,14.0,0,N,0,,,,,
10823,2008,1,6,7,1552.0,1545,1801.0,1825,WN,455,N385SW,129.0,160.0,110.0,-24.0,7.0,PHL,MCO,861,5.0,14.0,0,N,0,,,,,
10825,2008,1,6,7,1832.0,1755,2055.0,2040,WN,907,N653SW,143.0,165.0,111.0,15.0,37.0,PHL,MCO,861,7.0,25.0,0,N,0,3.0,0.0,0.0,0.0,12.0
10828,2008,1,6,7,1045.0,1035,1256.0,1330,WN,2995,N672SW,131.0,175.0,113.0,-34.0,10.0,PHL,MCO,861,6.0,12.0,0,N,0,,,,,
10830,2008,1,6,7,1520.0,1505,1629.0,1630,WN,201,N294WN,129.0,145.0,118.0,-1.0,15.0,PHL,MDW,668,3.0,8.0,0,N,0,,,,,
10831,2008,1,6,7,705.0,620,806.0,740,WN,259,N241WN,121.0,140.0,108.0,26.0,45.0,PHL,MDW,668,4.0,9.0,0,N,0,0.0,0.0,26.0,0.0,0.0
10839,2008,1,6,7,1515.0,1500,1630.0,1610,WN,434,N370SW,75.0,70.0,55.0,20.0,15.0,PHL,MHT,290,3.0,17.0,0,N,0,1.0,0.0,5.0,0.0,14.0
10841,2008,1,6,7,2021.0,2010,2129.0,2135,WN,548,N650SW,68.0,85.0,52.0,-6.0,11.0,PHL,MHT,290,5.0,11.0,0,N,0,,,,,
10846,2008,1,6,7,1051.0,1045,1409.0,1425,WN,3240,N735SA,318.0,340.0,305.0,-16.0,6.0,PHL,PHX,2075,5.0,8.0,0,N,0,,,,,
10848,2008,1,6,7,1645.0,1635,1759.0,1750,WN,461,N650SW,74.0,75.0,58.0,9.0,10.0,PHL,PIT,267,5.0,11.0,0,N,0,,,,,
10849,2008,1,6,7,1921.0,1915,2030.0,2040,WN,1121,N749SW,69.0,85.0,46.0,-10.0,6.0,PHL,PIT,267,6.0,17.0,0,N,0,,,,,
10850,2008,1,6,7,1338.0,1315,1442.0,1430,WN,1574,N650SW,64.0,75.0,48.0,12.0,23.0,PHL,PIT,267,6.0,10.0,0,N,0,,,,,
10851,2008,1,6,7,2226.0,2120,2324.0,2240,WN,2200,N306SW,58.0,80.0,45.0,44.0,66.0,PHL,PIT,267,4.0,9.0,0,N,0,15.0,0.0,0.0,0.0,29.0
10853,2008,1,6,7,2029.0,1955,2128.0,2100,WN,31,N289CT,59.0,65.0,45.0,28.0,34.0,PHL,PVD,238,5.0,9.0,0,N,0,2.0,0.0,0.0,0.0,26.0
10854,2008,1,6,7,1213.0,1205,1310.0,1315,WN,476,N791SW,57.0,70.0,42.0,-5.0,8.0,PHL,PVD,238,6.0,9.0,0,N,0,,,,,
10855,2008,1,6,7,1432.0,1415,1533.0,1520,WN,1236,N631SW,61.0,65.0,44.0,13.0,17.0,PHL,PVD,238,5.0,12.0,0,N,0,,,,,
10858,2008,1,6,7,1856.0,1825,2006.0,2000,WN,312,N370SW,70.0,95.0,56.0,6.0,31.0,PHL,RDU,336,3.0,11.0,0,N,0,,,,,
10865,2008,1,6,7,2031.0,1925,2254.0,2220,WN,929,N369SW,143.0,175.0,129.0,34.0,66.0,PHL,TPA,920,2.0,12.0,0,N,0,7.0,0.0,0.0,0.0,27.0
10868,2008,1,6,7,2213.0,2155,2306.0,2255,WN,408,N337SW,53.0,60.0,42.0,11.0,18.0,PHX,ABQ,328,4.0,7.0,0,N,0,,,,,
10869,2008,1,6,7,1427.0,1405,1524.0,1505,WN,555,N512SW,57.0,60.0,48.0,19.0,22.0,PHX,ABQ,328,4.0,5.0,0,N,0,0.0,0.0,0.0,10.0,9.0
10871,2008,1,6,7,1740.0,1720,1832.0,1825,WN,746,N281WN,52.0,65.0,41.0,7.0,20.0,PHX,ABQ,328,5.0,6.0,0,N,0,,,,,
10872,2008,1,6,7,1119.0,1110,1220.0,1220,WN,1241,N256WN,61.0,70.0,47.0,0.0,9.0,PHX,ABQ,328,4.0,10.0,0,N,0,,,,,
10873,2008,1,6,7,2103.0,1955,2202.0,2100,WN,1415,N642WN,59.0,65.0,43.0,62.0,68.0,PHX,ABQ,328,4.0,12.0,0,N,0,9.0,0.0,0.0,0.0,53.0
10874,2008,1,6,7,1509.0,1450,1614.0,1550,WN,2374,N378SW,65.0,60.0,46.0,24.0,19.0,PHX,ABQ,328,3.0,16.0,0,N,0,13.0,0.0,5.0,0.0,6.0
10875,2008,1,6,7,1818.0,1630,1924.0,1730,WN,2614,N265WN,66.0,60.0,44.0,114.0,108.0,PHX,ABQ,328,9.0,13.0,0,N,0,0.0,0.0,6.0,0.0,108.0
10878,2008,1,6,7,1117.0,1105,1418.0,1420,WN,154,N486WN,121.0,135.0,109.0,-2.0,12.0,PHX,AUS,872,1.0,11.0,0,N,0,,,,,
10879,2008,1,6,7,2114.0,2015,6.0,2320,WN,780,N288WN,112.0,125.0,100.0,46.0,59.0,PHX,AUS,872,4.0,8.0,0,N,0,26.0,0.0,0.0,0.0,20.0
10880,2008,1,6,7,1609.0,1600,1902.0,1910,WN,3409,N522SW,113.0,130.0,105.0,-8.0,9.0,PHX,AUS,872,3.0,5.0,0,N,0,,,,,
10881,2008,1,6,7,852.0,840,1151.0,1150,WN,3949,N334SW,119.0,130.0,110.0,1.0,12.0,PHX,AUS,872,4.0,5.0,0,N,0,,,,,
10882,2008,1,6,7,2050.0,1935,37.0,2340,WN,1214,N782SA,167.0,185.0,156.0,57.0,75.0,PHX,BHM,1455,2.0,9.0,0,N,0,6.0,0.0,0.0,0.0,51.0
10883,2008,1,6,7,2111.0,2005,107.0,15,WN,109,N243WN,176.0,190.0,154.0,52.0,66.0,PHX,BNA,1448,3.0,19.0,0,N,0,4.0,0.0,0.0,0.0,48.0
10885,2008,1,6,7,1631.0,1555,2026.0,2005,WN,891,N233LV,175.0,190.0,162.0,21.0,36.0,PHX,BNA,1448,8.0,5.0,0,N,0,2.0,0.0,0.0,0.0,19.0
10886,2008,1,6,7,1314.0,1255,1711.0,1710,WN,1058,N472WN,177.0,195.0,165.0,1.0,19.0,PHX,BNA,1448,4.0,8.0,0,N,0,,,,,
10889,2008,1,6,7,950.0,935,1006.0,1005,WN,529,N459WN,76.0,90.0,68.0,1.0,15.0,PHX,BUR,369,2.0,6.0,0,N,0,,,,,
10890,2008,1,6,7,1108.0,1055,1127.0,1125,WN,705,N633SW,79.0,90.0,68.0,2.0,13.0,PHX,BUR,369,2.0,9.0,0,N,0,,,,,
10892,2008,1,6,7,1833.0,1750,1851.0,1810,WN,806,N410WN,78.0,80.0,71.0,41.0,43.0,PHX,BUR,369,2.0,5.0,0,N,0,0.0,0.0,0.0,0.0,41.0
